"","id","accession_number","artist","artistRole","artistId","title","dateText","medium","creditLine","year","acquisitionYear","dimensions","width","height","depth","units","inscription","thumbnailCopyright","thumbnailUrl","url"
"49431",7163,"P07398","Johns, Jasper","artist",1365,"Two Flags (black)","1970–2","Lithograph on paper","Purchased 1980","1970",1980,"image: 627 x 495 mm","627","495",NA,"mm","date inscribed","© Jasper Johns","http://www.tate.org.uk/art/images/work/P/P07/P07398_8.jpg","http://www.tate.org.uk/art/artworks/johns-two-flags-black-p07398"
"29767",54392,"D27057","Turner, Joseph Mallord William","artist",558,"Inverness from Across the River Ness","1831","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1831",1856,"support: 104 x 163 mm","104","163",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D27/D27057_8.jpg","http://www.tate.org.uk/art/artworks/turner-inverness-from-across-the-river-ness-d27057"
"48217",6928,"P05567","Hoyland, John","artist",1318,"Vigil","1980","Etching on paper","Presented by Rose and Chris Prater 1981","1980",1981,"image: 546 x 689 mm","546","689",NA,"mm","date inscribed","© The estate of John Hoyland","http://www.tate.org.uk/art/images/work/P/P05/P05567_8.jpg","http://www.tate.org.uk/art/artworks/hoyland-vigil-p05567"
"68780",118593,"T13448","Fairhurst, Angus","artist",2591,"3rd Lower Expectations","1996","Enamel paint on aluminium panel","Presented by Tate Members 2011","1996",2012,"support: 1800 x 1800 mm","1800","1800",NA,"mm","","","","http://www.tate.org.uk/art/artworks/fairhurst-3rd-lower-expectations-t13448"
"18357",42917,"D15561","Turner, Joseph Mallord William","artist",558,"Study of Trees above Lake Albano","1819","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1819",1856,"support: 122 x 197 mm","122","197",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D15/D15561_8.jpg","http://www.tate.org.uk/art/artworks/turner-study-of-trees-above-lake-albano-d15561"
"30948",55574,"D28255","Turner, Joseph Mallord William","artist",558,"Trier from the Hillside above Pallien, Looking Down on to the White House and up the Mosel to the Roman Bridge","1839","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1839",1856,"support: 168 x 101 mm","168","101",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D28/D28255_8.jpg","http://www.tate.org.uk/art/artworks/turner-trier-from-the-hillside-above-pallien-looking-down-on-to-the-white-house-and-up-the-d28255"
"31275",55905,"D28587","Turner, Joseph Mallord William","artist",558,"The Leyen Burg, Looking Upstream","1839","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1839",1856,"support: 156 x 100 mm","156","100",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D28/D28587_8.jpg","http://www.tate.org.uk/art/artworks/turner-the-leyen-burg-looking-upstream-d28587"
"60252",15487,"T04818","Turner, Joseph Mallord William","after",558,"Stangate Creek, on the River Medway","1827","Mezzotint on paper","Purchased 1986","1827",1986,"image: 159 x 238 mm","159","238",NA,"mm","","","http://www.tate.org.uk/art/images/work/T/T04/T04818_8.jpg","http://www.tate.org.uk/art/artworks/turner-stangate-creek-on-the-river-medway-t04818"
"42240",3856,"N03495","De Wint, Peter","artist",148,"A Hayfield in Yorkshire","date not known","Watercolour on paper","Bequeathed by John Henderson 1879","",1879,"support: 241 x 327 mm","241","327",NA,"mm","","","http://www.tate.org.uk/art/images/work/N/N03/N03495_8.jpg","http://www.tate.org.uk/art/artworks/de-wint-a-hayfield-in-yorkshire-n03495"
"2712",105915,"AR00974","Beuys, Joseph","artist",747,"Joseph Beuys: hessisches landesmuseum darmstadt, block beuys, hessisches kultur stiftung. Berlin","1996","Print on paper","ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008","1996",2009,"image: 838 x 592 mm","838","592",NA,"mm","","© DACS, 2014","http://www.tate.org.uk/art/images/work/AR/AR00974_8.jpg","http://www.tate.org.uk/art/artworks/beuys-joseph-beuys-hessisches-landesmuseum-darmstadt-block-beuys-hessisches-kultur-ar00974"
"23136",47744,"D20392","Turner, Joseph Mallord William","artist",558,"[title not known]","c.1826","Chalk and graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1826",1856,"support: 140 x 192 mm","140","192",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D20/D20392_8.jpg","http://www.tate.org.uk/art/artworks/turner-title-not-known-d20392"
"44961",14031,"P01605","Sutherland, Graham, OM","artist",2014,"Il Fiume I","1971–2","Lithograph on paper","Presented by the Institute of Contemporary Prints 1975","1971",1975,"image: 630 x 481 mm","630","481",NA,"mm","","© The estate of Graham Sutherland","http://www.tate.org.uk/art/images/work/P/P01/P01605_8.jpg","http://www.tate.org.uk/art/artworks/sutherland-il-fiume-i-p01605"
"19410",43976,"D16620","Turner, Joseph Mallord William","artist",558,"Fiesole from the River Mugnone outside of Florence","1819","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1819",1856,"support: 113 x 189 mm","113","189",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D16/D16620_8.jpg","http://www.tate.org.uk/art/artworks/turner-fiesole-from-the-river-mugnone-outside-of-florence-d16620"
"37782",62429,"D35301","Turner, Joseph Mallord William","artist",558,"Sketch","1845","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1845",1856,"support: 72 x 111 mm","72","111",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D35/D35301_8.jpg","http://www.tate.org.uk/art/artworks/turner-sketch-d35301"
"39326",63993,"D40229","Turner, Joseph Mallord William","artist",558,"Colour Trials","?1791–2","Watercolour on paper","Accepted by the nation as part of the Turner Bequest 1856","1791",1856,"support: 207 x 301 mm","207","301",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D40/D40229_8.jpg","http://www.tate.org.uk/art/artworks/turner-colour-trials-d40229"
"35627",60267,"D33085","Turner, Joseph Mallord William","artist",558,"River Banks. ?Weinhoff [Turner]","c.1837–41","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1837",1856,"support: 159 x 102 mm","159","102",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D33/D33085_8.jpg","http://www.tate.org.uk/art/artworks/turner-river-banks-weinhoff-turner-d33085"
"1442",69575,"A01445","Jones, George","artist",300,"[title not known]","date not known","Ink and graphite on paper","Presented by the artist's widow 1888","",1888,"","","",NA,"","","","http://www.tate.org.uk/art/images/work/A/A01/A01445_8.jpg","http://www.tate.org.uk/art/artworks/jones-title-not-known-a01445"
"55562",123784,"P80239","Palermo, Blinky","artist",2317,"Oliv/Silber","1971","Screenprint on paper","Purchased with assistance from Tate Members and Tate Patrons 2012  ","1971",2013,"image: 730 x 654 mm","730","654",NA,"mm","","","","http://www.tate.org.uk/art/artworks/palermo-olivsilber-p80239"
"30812",55438,"D28119","Turner, Joseph Mallord William","artist",558,"The Confluence of the Meuse and the Sambre at Namur: Upper Sketch Looking up the Meuse; Lower Sketch Looking up the Sambre","1839","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1839",1856,"support: 94 x 154 mm","94","154",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D28/D28119_8.jpg","http://www.tate.org.uk/art/artworks/turner-the-confluence-of-the-meuse-and-the-sambre-at-namur-upper-sketch-looking-up-the-d28119"
"51173",67367,"P11825","Freedman, Barnett","artist",1116,"Untitled. Verso: The Real Spring had Come","1950","Lithograph on paper. Verso: lithograph on paper","Presented by Robert Simon 1976","1950",1976,"unconfirmed: 968 x 629 mm","968","629",NA,"mm","","© The estate of Barnett Freedman","http://www.tate.org.uk/art/images/work/P/P11/P11825_8.jpg","http://www.tate.org.uk/art/artworks/freedman-untitled-verso-the-real-spring-had-come-p11825"
"29723",54348,"D27013","Turner, Joseph Mallord William","artist",558,"Loch Ness from the top of the Falls of Foyers","1831","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1831",1856,"support: 150 x 179 mm","150","179",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D27/D27013_8.jpg","http://www.tate.org.uk/art/artworks/turner-loch-ness-from-the-top-of-the-falls-of-foyers-d27013"
"36791",61434,"D34266","Turner, Joseph Mallord William","artist",558,"Town, with Mountains","c.1830–41","Gouache and graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1830",1856,"support: 111 x 144 mm","111","144",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D34/D34266_8.jpg","http://www.tate.org.uk/art/artworks/turner-town-with-mountains-d34266"
"56594",13455,"T01017","Skelton, Jonathan","artist",497,"Tivoli","1758","Graphite, watercolour and ink on paper","Presented by the Art Fund (Herbert Powell Bequest) 1967","1758",1967,"support: 260 x 375 mm","260","375",NA,"mm","date inscribed","","http://www.tate.org.uk/art/images/work/T/T01/T01017_8.jpg","http://www.tate.org.uk/art/artworks/skelton-tivoli-t01017"
"27837",52455,"D25118","Turner, Joseph Mallord William","artist",558,"[title not known]","c.1830","Chalk, gouache and graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1830",1856,"support: 190 x 287 mm","190","287",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D25/D25118_8.jpg","http://www.tate.org.uk/art/artworks/turner-title-not-known-d25118"
"5282",29810,"D02407","Turner, Joseph Mallord William","artist",558,"A Rocky Cliff-Face, Seen from Below","1801","Chalk and graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1801",1856,"support: 143 x 103 mm","143","103",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D02/D02407_8.jpg","http://www.tate.org.uk/art/artworks/turner-a-rocky-cliff-face-seen-from-below-d02407"
"11953",36505,"D09126","Turner, Joseph Mallord William","artist",558,"Blank","c.1810–12","","Accepted by the nation as part of the Turner Bequest 1856","1810",1856,"support: 110 x 178 mm","110","178",NA,"mm","","","","http://www.tate.org.uk/art/artworks/turner-blank-d09126"
"21132",45699,"D18344","Turner, Joseph Mallord William","artist",558,"At Brighton","c.1824","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1824",1856,"support: 118 x 75 mm","118","75",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D18/D18344_8.jpg","http://www.tate.org.uk/art/artworks/turner-at-brighton-d18344"
"60520",16656,"T05092","Turner, Joseph Mallord William","after",558,"Ely Cathedral, Cambridgeshire","1833","Line engraving on paper","Purchased 1988","1833",1988,"image: 168 x 229 mm","168","229",NA,"mm","","","http://www.tate.org.uk/art/images/work/T/T05/T05092_8.jpg","http://www.tate.org.uk/art/artworks/turner-ely-cathedral-cambridgeshire-t05092"
"2846",106063,"AR01108","Beuys, Joseph","artist",747,"Joseph Beuys. Kunstverein, Hamburg","1985","Print on paper","ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008","1985",2009,"image: 838 x 593 mm","838","593",NA,"mm","","© DACS, 2014","http://www.tate.org.uk/art/images/work/AR/AR01108_8.jpg","http://www.tate.org.uk/art/artworks/beuys-joseph-beuys-kunstverein-hamburg-ar01108"
"2132",99031,"AR00394","Warhol, Andy","artist",2121,"Muhammad Ali by Andy Warhol","1978","Lithograph on paper","ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008","1978",2009,"support: 765 x 610 mm","765","610",NA,"mm","","","","http://www.tate.org.uk/art/artworks/warhol-muhammad-ali-by-andy-warhol-ar00394"
"28564",53187,"D25850","Turner, Joseph Mallord William","artist",558,"New Abbey, near Dumfries","1831","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1831",1856,"support: 114 x 187 mm","114","187",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D25/D25850_8.jpg","http://www.tate.org.uk/art/artworks/turner-new-abbey-near-dumfries-d25850"
"38321",62970,"D35882","Turner, Joseph Mallord William","artist",558,"Venice from the Hotel Europa: Looking East over the Rooftops towards the Campanile, the Doge’s Palace and San Giorgio Maggiore","c.1840","Watercolour on paper","Accepted by the nation as part of the Turner Bequest 1856","1840",1856,"support: 188 x 284 mm","188","284",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D35/D35882_8.jpg","http://www.tate.org.uk/art/artworks/turner-venice-from-the-hotel-europa-looking-east-over-the-rooftops-towards-the-campanile-d35882"
"114",19413,"A00114","Blake, William","artist",39,"Thenot Remonstrates with Colinet; Lightfoot in the Distance","c. 1821, printed 1830","Wood engraving on paper","Presented by Herbert Linnell 1924","1821",1924,"image: 33 x 73 mm","33","73",NA,"mm","","","http://www.tate.org.uk/art/images/work/A/A00/A00114_8.jpg","http://www.tate.org.uk/art/artworks/blake-thenot-remonstrates-with-colinet-lightfoot-in-the-distance-a00114"
"66042",22545,"T10676","Bourne, James","attributed to",2707,"Rocks","date not known","Graphite on paper","Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996","",1997,"support: 190 x 238 mm","190","238",NA,"mm","","","http://www.tate.org.uk/art/images/work/T/T10/T10676_8.jpg","http://www.tate.org.uk/art/artworks/bourne-delamotte-rocks-t10676"
"63166",66714,"T07793","Butler, Reg","artist",844,"Girl on a Round Base","1968–72","Bronze, glass and hair on bronze base","Purchased with assistance from Tate Members 2001","1968",2001,"overall: 815 x 1575 x 1092 mm, 271.5 kg","815","1575",1092,"mm","","© The estate of Reg Butler","http://www.tate.org.uk/art/images/work/T/T07/T07793_8.jpg","http://www.tate.org.uk/art/artworks/butler-girl-on-a-round-base-t07793"
"57336",7020,"T01889","Ibbetson, Julius Caesar","artist",292,"Briton Ferry, Glamorgan","c.1795","Oil paint on wood","Bequeathed by Alan Evans 1974","1795",1974,"display: 352 x 457 mm frame: 500 x 605 x 63 mm","352","457",NA,"mm","","","http://www.tate.org.uk/art/images/work/T/T01/T01889_8.jpg","http://www.tate.org.uk/art/artworks/ibbetson-briton-ferry-glamorgan-t01889"
"27221",51833,"D24496","Turner, Joseph Mallord William","artist",558,"View, with a Statue","1832","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1832",1856,"support: 175 x 127 mm","175","127",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D24/D24496_8.jpg","http://www.tate.org.uk/art/artworks/turner-view-with-a-statue-d24496"
"12063",36615,"D09236","Turner, Joseph Mallord William","artist",558,"Mount Edgcumbe across Plymouth Sound from Firestone Bay","1813","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1813",1856,"support: 95 x 157 mm","95","157",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D09/D09236_8.jpg","http://www.tate.org.uk/art/artworks/turner-mount-edgcumbe-across-plymouth-sound-from-firestone-bay-d09236"
"61643",19945,"T06217","Turner, Joseph Mallord William","after",558,"Clairmont, engraved by Willmore","published 1833","Engraving on paper","Transferred from the British Museum 1988","1833",1988,"","","",NA,"","","","http://www.tate.org.uk/art/images/work/T/T06/T06217_8.jpg","http://www.tate.org.uk/art/artworks/turner-clairmont-engraved-by-willmore-t06217"
"31972",56606,"D29338","Turner, Joseph Mallord William","artist",558,"Aosta and the Ponte Suza","1836","Graphite on paper","Accepted by the nation as part of the Turner Bequest 1856","1836",1856,"support: 104 x 148 mm","104","148",NA,"mm","","","http://www.tate.org.uk/art/images/work/D/D29/D29338_8.jpg","http://www.tate.org.uk/art/artworks/turner-aosta-and-the-ponte-suza-d29338"
"46814",3667,"P04161","Daws, Lawrence","artist",984,"Burning Train","1972","Screenprint on paper","Presented by Rose and Chris Prater through the Institute of Contemporary Prints 1975","1972",1975,"image: 540 x 543 mm","540","543",NA,"mm","","© Lawrence Daws","http://www.tate.org.uk/art/images/work/P/P04/P04161_8.jpg","http://www.tate.org.uk/art/artworks/daws-burning-train-p04161"
